Date;Close
2019-09-27;31.1471
2019-09-30;31.2644
2019-10-01;31.0614
2019-10-02;30.6714
2019-10-03;30.6902
2019-10-04;31.0308
2019-10-07;30.9514
2019-10-08;30.8688
2019-10-09;30.8894
2019-10-10;30.8408
2019-10-11;30.8424
2019-10-14;30.7985
2019-10-15;30.846
2019-10-16;30.863
2019-10-17;30.7752
2019-10-18;30.6913
2019-10-21;30.7587
2019-10-22;30.6614
2019-10-23;30.728
2019-10-24;30.7901
2019-10-25;30.7489
2019-10-28;30.6746
2019-10-29;30.712
2019-10-30;30.8516
2019-10-31;30.8087
2019-11-01;30.7797
2019-11-04;30.6579
2019-11-05;30.7512
2019-11-06;30.8863
2019-11-07;30.9347
2019-11-08;30.9536
2019-11-11;30.8833
2019-11-12;30.9483
2019-11-13;31.0697
2019-11-14;31.0782
2019-11-15;31.0707
2019-11-18;31.1156
2019-11-19;31.1597
2019-11-20;31.1828
2019-11-21;31.0276
2019-11-22;31.1305
2019-11-25;31.2379
2019-11-26;31.418
2019-11-27;31.5238
2019-11-28;31.4915
2019-11-29;31.3462
2019-12-02;31.0699
2019-12-03;31.0147
2019-12-04;31.1027
2019-12-05;31.1294
2019-12-06;31.3342
2019-12-09;31.2523
2019-12-10;31.1353
2019-12-11;31.1454
2019-12-12;31.0654
2019-12-13;31.0929
2019-12-16;31.1786
2019-12-17;31.1523
2019-12-18;31.2118
2019-12-19;31.3214
2019-12-20;31.5309
2019-12-23;31.4668
2019-12-27;31.4546
2019-12-30;31.291
2019-12-31;31.2765
2020-01-02;31.3481
2020-01-03;31.4687
2020-01-06;31.3924
2020-01-07;31.4843
2020-01-08;31.5051
2020-01-09;31.6924
2020-01-10;31.6923
2020-01-13;31.7328
2020-01-14;31.8239
2020-01-15;31.8974
2020-01-16;32.1039
2020-01-17;32.3796
2020-01-20;32.4485
2020-01-21;32.4619
2020-01-22;32.5757
2020-01-23;32.6888
2020-01-24;32.7359
2020-01-27;32.5494
2020-01-28;32.6532
2020-01-29;32.6378
2020-01-30;32.6321
2020-01-31;32.2956
2020-02-03;32.4057
2020-02-04;32.5461
2020-02-05;32.8687
2020-02-06;33.0774
2020-02-07;33.0568
2020-02-10;33.2616
2020-02-11;33.3523
2020-02-12;33.4059
2020-02-13;33.6543
2020-02-14;33.7497
2020-02-17;33.775
2020-02-18;33.8254
2020-02-19;33.8944
2020-02-20;33.7259
2020-02-21;33.5317
2020-02-24;33.0425
2020-02-25;32.3704
2020-02-26;32.1926
2020-02-27;30.7963
2020-02-28;29.9621
2020-03-02;30.6326
2020-03-03;30.3481
2020-03-04;31.3989
2020-03-05;30.9442
2020-03-06;30.2618
2020-03-09;28.4966
2020-03-10;29.0864
2020-03-11;28.2353
2020-03-12;26.2821
2020-03-13;27.1163
2020-03-16;24.9787
2020-03-17;26.74
2020-03-18;25.8685
2020-03-19;25.9337
2020-03-20;25.104
2020-03-23;24.0734
2020-03-24;25.6313
2020-03-25;26.1562
2020-03-26;27.0011
2020-03-27;26.6864
